paper_id,title,authors,venue,year,pdf_url,proceedings_url,source_retrieved_date,selection_status,award_status,screening_level,pdf_text_retrieved,caption_candidates_extracted,analyst_caption_reviewed,visual_reviewed,pdf_title_token_check,caption_candidate_count,figure_candidates,caption_window_excerpt,excerpt_note,candidate_window_keyword_tags,retrieval_limitation,selection_note
p0264,Learning from Similarity-Confidence Data,"Yuzhou Cao, Lei Feng, Yitian Xu, Bo An, Gang Niu, Masashi Sugiyama",ICML,2021,https://proceedings.mlr.press/v139/cao21b/cao21b.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 3}]","Illustration of Sconf learning and related problems. further denote by Sn the unlabeled data pairs with similarity confidence {(xi, x 0 i",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0265,Online Policy Gradient for Model Free Learning of Linear Quadratic Regulators with $\sqrt$T Regret,"Asaf B Cassel, Tomer Koren",ICML,2021,https://proceedings.mlr.press/v139/cassel21a/cassel21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0266,Best Model Identification: A Rested Bandit Formulation,"Leonardo Cella, Massimiliano Pontil, Claudio Gentile",ICML,2021,https://proceedings.mlr.press/v139/cella21a/cella21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0267,Revisiting Rainbow: Promoting more insightful and inclusive deep reinforcement learning research,"Johan Samir Obando Ceron, Pablo Samuel Castro",ICML,2021,https://proceedings.mlr.press/v139/ceron21a/ceron21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 4}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 5}, {""figure"": 4, ""pdf_page"": 6}]",Comparison of the different algorithmic components on the four small environments using the optimal hyper-parameters from,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0268,Learning Routines for Effective Off-Policy Reinforcement Learning,"Edoardo Cetin, Oya Celiktutan",ICML,2021,https://proceedings.mlr.press/v139/cetin21a/cetin21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 4}, {""figure"": 2, ""pdf_page"": 5}]",Simplified network structures of the routine decoder Dω1 (Top) and encoder Eω2(Bottom). equations: p(a n 1:l,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0269,Learning Node Representations Using Stationary Flow Prediction on Large Payment and Cash Transaction Networks,"Ciwan Ceylan, Salla Franzén, Florian T. Pokorny",ICML,2021,https://proceedings.mlr.press/v139/ceylan21a/ceylan21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]","Log-log densities of the preprocessed ethereum transaction amounts, internal bank transaction amounts and synthetic data from the gated gradient model.",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0270,GRAND: Graph Neural Diffusion,"Ben Chamberlain, James Rowbottom, Maria I Gorinova, Michael Bronstein, Stefan Webb, Emanuele Rossi",ICML,2021,https://proceedings.mlr.press/v139/chamberlain21a/chamberlain21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]","Block diagrams of (left to right) explicit Euler, 4th order Runge-Kutta, and implicit Euler schemes. k = arg maxi xi and l",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0271,Goal-Conditioned Reinforcement Learning with Imagined Subgoals,"Elliot Chane-Sane, Cordelia Schmid, Ivan Laptev",ICML,2021,https://proceedings.mlr.press/v139/chane-sane21a/chane-sane21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 2}, {""figure"": 3, ""pdf_page"": 4}]","Illustration of the KL-regularized policy learning using imagined subgoals. (Left): The policy fails to reach a distant goal, yet it can reach",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""qualitative_outputs"", ""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0272,Modularity in Reinforcement Learning via Algorithmic Independence in Credit Assignment,"Michael Chang, Sid Kaushik, Sergey Levine, Tom Griffiths",ICML,2021,https://proceedings.mlr.press/v139/chang21b/chang21b.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 5}]","Minimal motivating example. The optimal action sequence for the training task is A → B → C, and the optimal sequence for",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""efficiency_or_tradeoff""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0273,Image-Level or Object-Level? A Tale of Two Resampling Strategies for Long-Tailed Detection,"Nadine Chang, Zhiding Yu, Yu-Xiong Wang, Animashree Anandkumar, Sanja Fidler, Jose M Alvarez",ICML,2021,https://proceedings.mlr.press/v139/chang21c/chang21c.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 4}, {""figure"": 4, ""pdf_page"": 5}]","We illustrate the difference between image resampling and our proposed resampling strategy based on object-centric memory replay. In image resampling, all the",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""efficiency_or_tradeoff""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0274,DeepWalking Backwards: From Embeddings Back to Graphs,"Sudhanshu Chanpuriya, Cameron Musco, Konstantinos Sotiropoulos, Charalampos Tsourakakis",ICML,2021,https://proceedings.mlr.press/v139/chanpuriya21a/chanpuriya21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 2}, {""figure"": 3, ""pdf_page"": 3}]",Relative Frobenius error kA−A˜kF/kAkF between the adjacency matrices of G and G˜.,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0275,Differentiable Spatial Planning using Transformers,"Devendra Singh Chaplot, Deepak Pathak, Jitendra Malik",ICML,2021,https://proceedings.mlr.press/v139/chaplot21a/chaplot21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,5,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 2}, {""figure"": 3, ""pdf_page"": 3}, {""figure"": 4, ""pdf_page"": 4}, {""figure"": 5, ""pdf_page"": 5}]",Spatial Path Planning: The raw observations (top left) and obstacles can be represented spatially via top-down map in navigation (left) and via,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0276,Solving Challenging Dexterous Manipulation Tasks With Trajectory Optimisation and Reinforcement Learning,"Henry J Charlesworth, Giovanni Montana",ICML,2021,https://proceedings.mlr.press/v139/charlesworth21a/charlesworth21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 4}]","Overview of the types of new environments we introduce in “dexterous-gym”. For (a)-(d) transparent objects visualise the desired goals, whilst opaque objects",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0277,Actionable Models: Unsupervised Offline Reinforcement Learning of Robotic Skills,"Yevgen Chebotar, Karol Hausman, Yao Lu, Ted Xiao, Dmitry Kalashnikov, Jacob Varley, Alex Irpan, Benjamin Eysenbach, Ryan C Julian, Chelsea Finn, Sergey Levine",ICML,2021,https://proceedings.mlr.press/v139/chebotar21a/chebotar21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 3}, {""figure"": 3, ""pdf_page"": 4}]",We propose a system for learning goal-reaching behaviors from offline datasets of real-world image-based experience. Our method enables a real-world robotic system,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0278,Unified Robust Semi-Supervised Variational Autoencoder,Xu Chen,ICML,2021,https://proceedings.mlr.press/v139/chen21a/chen21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]","Probabilistic generative model for the proposed unified robust semi-supervised variational autoencoder (URSVAE), where x denotes the observations, y˜ and yˆ refer to",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0279,Unsupervised Learning of Visual 3D Keypoints for Control,"Boyuan Chen, Pieter Abbeel, Deepak Pathak",ICML,2021,https://proceedings.mlr.press/v139/chen21b/chen21b.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 2}]",We propose an end-to-end framework for unsupervised learning of 3D keypoints from multi-view images. These keypoints are discovered to jointly optimize both,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison"", ""qualitative_outputs"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0280,Integer Programming for Causal Structure Learning in the Presence of Latent Variables,"Rui Chen, Sanjeeb Dash, Tian Gao",ICML,2021,https://proceedings.mlr.press/v139/chen21c/chen21c.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 5}]","Decomposition of the BIC score for an ancestral ADMG. covariance matrix Q, the maximum likelihood estimate of the parameters can be found",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0281,Improved Corruption Robust Algorithms for Episodic Reinforcement Learning,"Yifang Chen, Simon Du, Kevin Jamieson",ICML,2021,https://proceedings.mlr.press/v139/chen21d/chen21d.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0282,Scalable Computations of Wasserstein Barycenter via Input Convex Neural Networks,"Jiaojiao Fan, Amirhossein Taghvaei, Yongxin Chen",ICML,2021,https://proceedings.mlr.press/v139/fan21d/fan21d.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 4}]",Fully input convex neural network (FICNN) The FICNN architecture is shown in Fig. 1. It is a Llayer feedforward neural network propagating,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0283,Neural Feature Matching in Implicit 3D Representations,"Yunlu Chen, Basura Fernando, Hakan Bilen, Thomas Mensink, Efstratios Gavves",ICML,2021,https://proceedings.mlr.press/v139/chen21f/chen21f.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,6,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 2}, {""figure"": 3, ""pdf_page"": 3}, {""figure"": 4, ""pdf_page"": 5}, {""figure"": 5, ""pdf_page"": 5}, {""figure"": 6, ""pdf_page"": 5}]",Feature Matching applied to mesh deformation. Appearance-fitting methods overfit to the raw geometry of the target shape and fail with inconsistent semantics,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0284,Learning Self-Modulating Attention in Continuous Time Space with Applications to Sequential Recommendation,"Chao Chen, Haoyu Geng, Nianzu Yang, Junchi Yan, Daiyue Xue, Jianping Yu, Xiaokang Yang",ICML,2021,https://proceedings.mlr.press/v139/chen21h/chen21h.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0285,Mandoline: Model Evaluation under Distribution Shift,"Mayee Chen, Karan Goel, Nimit S Sohoni, Fait Poms, Kayvon Fatahalian, Christopher Re",ICML,2021,https://proceedings.mlr.press/v139/chen21i/chen21i.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]","Schematic outlining the MANDOLINE workflow for a sentiment analysis task. (left) Given labeled source and unlabeled target data, users write noisy, correlated",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0286,Order Matters: Probabilistic Modeling of Node Sequence for Graph Generation,"Xiaohui Chen, Xu Han, Jiajing Hu, Francisco Ruiz, Liping Liu",ICML,2021,https://proceedings.mlr.press/v139/chen21j/chen21j.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]",An overview of the relationship between the node ordering π and the adjacency matrix A or the graph sequence G1:n. Given a,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0287,CARTL: Cooperative Adversarially-Robust Transfer Learning,"Dian Chen, Hongxin Hu, Qian Wang, Li Yinli, Cong Wang, Chao Shen, Qi Li",ICML,2021,https://proceedings.mlr.press/v139/chen21k/chen21k.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 5}]","Overview of CARTL. herit the robustness from an adversarially pre-trained source model. However, it suggested only fine-tuning the last fully-connected layer for",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0288,Large-Margin Contrastive Learning with Distance Polarization Regularizer,"Shuo Chen, Gang Niu, Chen Gong, Jun Li, Jian Yang, Masashi Sugiyama",ICML,2021,https://proceedings.mlr.press/v139/chen21n/chen21n.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 4}]",Conceptual illustration of unregularized contrastive learning and contrastive learning regularized by distance polarization (DP). The unregularized model enlarges distances between all pairs,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0289,Z-GCNETs: Time Zigzags at Graph Convolutional Networks for Time Series Forecasting,"Yuzhou Chen, Ignacio Segovia, Yulia R. Gel",ICML,2021,https://proceedings.mlr.press/v139/chen21o/chen21o.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 4}, {""figure"": 2, ""pdf_page"": 5}]","Illustrations of 0- and 1-dimensional ZPD and 0- and 1-dimensional ZPI for PeMSD4 dataset using the sliding window size τ = 12,",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0290,A Unified Lottery Ticket Hypothesis for Graph Neural Networks,"Tianlong Chen, Yongduo Sui, Xuxi Chen, Aston Zhang, Zhangyang Wang",ICML,2021,https://proceedings.mlr.press/v139/chen21p/chen21p.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 4}]",Summary of our achieved performance (y-axis) at different graph and GNN sparsity levels (x-axis) on Cora and Citeceer node classification. The size,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0291,Network Inference and Influence Maximization from Samples,"Wei Chen, Xiaoming Sun, Jialin Zhang, Zhijie Zhang",ICML,2021,https://proceedings.mlr.press/v139/chen21q/chen21q.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0292,Data-driven Prediction of General Hamiltonian Dynamics via Learning Exactly-Symplectic Maps,"Renyi Chen, Molei Tao",ICML,2021,https://proceedings.mlr.press/v139/chen21r/chen21r.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0293,Large-Scale Multi-Agent Deep FBSDEs,"Tianrong Chen, Ziyi O Wang, Ioannis Exarchos, Evangelos Theodorou",ICML,2021,https://proceedings.mlr.press/v139/chen21t/chen21t.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 3}]",FBSDE Network for a single agent. The dashed arrow indicates hidden states propagation if LSTM is chosen as backbone. The dash arrow,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0294,Representation Subspace Distance for Domain Adaptation Regression,"Xinyang Chen, Sinan Wang, Jianmin Wang, Mingsheng Long",ICML,2021,https://proceedings.mlr.press/v139/chen21u/chen21u.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]",(a) Accuracy and feature scale in Office-31. (b) MAE and feature scale in MPI3D. (c) Change of feature scale by two methods.,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0295,Overcoming Catastrophic Forgetting by Bayesian Generative Regularization,"Pei-Hung Chen, Wei Wei, Cho-Jui Hsieh, Bo Dai",ICML,2021,https://proceedings.mlr.press/v139/chen21v/chen21v.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]","Illustration of the problem setup. marks. However, VCL approxiamtes the posterior distribution by assuming parameters shared by all tasks to be independent",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem"", ""quantitative_comparison"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0296,Cyclically Equivariant Neural Decoders for Cyclic Codes,"Xiangyu Chen, Min Ye",ICML,2021,https://proceedings.mlr.press/v139/chen21w/chen21w.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 4}]",(a) The Tanner graph corresponding to the parity matrix in (1). The variable node vj corresponds to the jth column of the,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0297,A Receptor Skeleton for Capsule Neural Networks,"Jintai Chen, Hongyun Yu, Chengde Qian, Danny Z Chen, Jian Wu",ICML,2021,https://proceedings.mlr.press/v139/chen21x/chen21x.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 1}]","(a) The idea of CapsNets, which clusters low-level representations to synthesize higher-level representations. (b) The typical routing algorithms (Sabour et al., 2017;",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0298,SPADE: A Spectral Method for Black-Box Adversarial Robustness Evaluation,"Wuxinlin Cheng, Chenhui Deng, Zhiqiang Zhao, Yaohui Cai, Zhiru Zhang, Zhuo Feng",ICML,2021,https://proceedings.mlr.press/v139/cheng21a/cheng21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 4}]","Overview of the proposed method. (a) Given bijective input (X) and output (Y ) data samples, SPADE first constructs graphbased manifolds. (b)",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0299,Exact Optimization of Conformal Predictors via Incremental and Decremental Learning,"Giovanni Cherubin, Konstantinos Chatzikokolakis, Martin Jaggi",ICML,2021,https://proceedings.mlr.press/v139/cherubin21a/cherubin21a.pdf,https://proceedings.mlr.press/v139/,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 4}]","Intuition behind the Simplified k-NN optimization. Training points: , test point: x ; k = 3. The nonconformity score αi for training",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
